lemma,pos1,polarity,seed
landscape,n,0.4090577607,0
cherish,v,0.4090573194,0
renaissance,n,0.4090501527,0
universal,a,0.4087163423,0
discreet,a,0.4086249223,0
groundwork,n,0.4086199669,0
exponent,n,0.4084433833,0
recommend,v,0.4084051771,0
broaden,v,0.4083657272,0
network,n,0.408297214,0
enrich,v,0.4081671006,0
wider,a,0.407847557,0
function,n,0.407613405,0
adventurous,a,0.407582565,0
thrive,v,0.4070660796,0
train,v,0.4070400467,0
secretariat,n,0.4069357199,0
meet,v,0.4067321538,0
christian,a,0.4066453002,0
safer,a,0.4066034741,0
represent,v,0.4065763877,0
try,n,0.4065571511,0
free,a,0.406317335,0
stay,v,0.4061213517,0
niche,n,0.406044003,0
speedier,a,0.4057790383,0
genuinely,r,0.4057599605,0
confidently,r,0.4054982871,0
medium,n,0.4054615711,0
inaugurate,v,0.4054480352,0
cruise,v,0.40536215,0
gratefully,r,0.405257604,0
arrangement,n,0.4050927252,0
lucky,a,0.4046582955,0
scrutiny,n,0.4046153538,0
traditionally,r,0.4045688729,0
jubilee,n,0.4044787031,0
lend,v,0.4044214628,0
invest,v,0.4044162115,0
aptitude,n,0.4042533454,0
smoothly,r,0.4042231911,0
operational,a,0.404126192,0
transform,v,0.4032708037,0
worthily,r,0.4032649961,0
teaching,n,0.4031895796,0
only,a,0.4029879847,0
university,n,0.4028966406,0
plenty,n,0.4028841229,0
excellently,r,0.4028190978,0
fruition,n,0.4026757265,0
co-ordinating,a,0.4025195315,0
shortly,r,0.4024904295,0
response,n,0.4024236674,0
smile,n,0.4022398319,0
embody,v,0.4021188927,0
uniform,a,0.4020749713,0
museum,n,0.4019942053,0
deliberation,n,0.4018011772,0
enlarged,a,0.4016965245,0
civilised,a,0.4014460309,0
moving,a,0.4012681813,0
everything,n,0.4011127132,0
technological,a,0.401042122,0
comprehensible,a,0.4010328288,0
speak,v,0.401012256,0
privileged,a,0.4009452923,0
outlet,n,0.4009187192,0
acclaimed,a,0.4009068847,0
police,v,0.4008178133,0
organise,v,0.4005302317,0
felicitous,a,0.4004005151,0
fortify,v,0.4003711599,0
availability,n,0.4003261525,0
sing,v,0.3993376877,0
worth,a,0.3993115562,0
pertinacity,n,0.399233411,0
vigour,n,0.3991565133,0
everyone,n,0.3990603877,0
memorable,a,0.3989143279,0
lunch,n,0.398790925,0
consideration,n,0.398595558,0
comprise,v,0.3983026623,0
smoother,a,0.3979498554,0
fund,v,0.3979009727,0
applause,n,0.3978707862,0
modestly,r,0.3975763151,0
normally,r,0.3974242559,0
evolution,n,0.3974103248,0
pluralist,a,0.3973672191,0
gladly,r,0.397326771,0
benevolent,a,0.3971853032,0
recommendation,n,0.3969849215,0
exhaustive,a,0.3968434733,0
feasibility,n,0.3967175133,0
ingenious,a,0.3965893914,0
want,v,0.3963279799,0
cultivate,v,0.3962669367,0
touring,n,0.3961766946,0
selfless,a,0.3960463913,0
pre-eminent,a,0.3958627134,0
pursuit,n,0.3958359645,0
booklet,n,0.3955884441,0
co-ordinating,n,0.395513493,0
agile,a,0.3954578151,0
introductory,a,0.3954310301,0
eminence,n,0.3954125413,0
institute,n,0.3952531587,0
agreement,n,0.3951914176,0
famous,a,0.3951475264,0
craft,n,0.3950814438,0
vitality,n,0.3947525793,0
upholder,n,0.3947283982,0
testimonial,n,0.3942229934,0
diplomatic,a,0.3942140486,0
woodland,n,0.3939495315,0
alternative,a,0.3938891288,0
hard-working,a,0.3937898413,0
cadet,n,0.3936446046,0
as,r,0.3933990743,0
rehabilitation,n,0.3933936373,0
well-designed,a,0.3933499384,0
prepare,v,0.393285068,0
setting,n,0.3932175421,0
kind,a,0.3931851774,0
play,n,0.3931528457,0
magnanimity,n,0.3929277002,0
respond,v,0.3925798436,0
beneficent,a,0.3925526825,0
pat,n,0.3920821846,0
judicious,a,0.3920694806,0
upright,a,0.3920156066,0
despatch,n,0.3916783404,0
excel,v,0.391594902,0
possible,a,0.3913627118,0
transition,n,0.391215857,0
care,n,0.3908423991,0
illustrious,a,0.3906565419,0
modernise,v,0.3903402347,0
guarantee,n,0.390074682,0
happier,a,0.3899740001,0
parliamentary,a,0.3899256008,0
emphasis,n,0.3898468336,0
doubt,v,0.3896978073,0
assent,n,0.3896965469,0
zealous,a,0.3896535881,0
doughty,n,0.3895185281,0
open,a,0.3890826688,0
heartily,r,0.3889939741,0
sunny,a,0.3889229193,0
task,n,0.3888656978,0
moderate,a,0.3888252539,0
conserve,v,0.3886529348,0
confidence,n,0.3885404888,0
reach,n,0.3885282716,0
broader,a,0.3884679353,0
favourably,r,0.388443214,0
diversify,v,0.3883684603,0
formal,a,0.387269972,0
pertinent,a,0.3872482933,0
table,n,0.3871604965,0
compose,v,0.3871461223,0
persuade,v,0.3871415635,0
job,n,0.3871034191,0
interest,n,0.3871024255,0
stabilisation,n,0.3870274842,0
consultation,n,0.3869940197,0
tone,n,0.3869270152,0
fulfilment,n,0.3869119088,0
correct,a,0.3866690352,0
greatly,r,0.3862089168,0
topic,n,0.3861916464,0
birthday,n,0.3860008913,0
sponsor,n,0.3859854159,0
derive,v,0.3857680933,0
cheer,n,0.3856843806,0
intellectual,a,0.3855387378,0
splendidly,r,0.3854134153,0
education,n,0.3853893263,0
competitively,r,0.3853867306,0
moderation,n,0.3853709291,0
probity,n,0.3851293676,0
pathway,n,0.3849792642,0
whole-heartedly,r,0.3848875169,0
good-natured,a,0.3848604265,0
study,v,0.3848224459,0
prudent,a,0.3847849304,0
interest,v,0.3847832896,0
contact,n,0.3847667055,0
resilient,a,0.3846778518,0
graduate,n,0.3844213531,0
concert,n,0.384100641,0
unfailing,a,0.3836584604,0
necessary,a,0.3835400547,0
earn,v,0.3834803158,0
undertaking,n,0.3834542774,0
swimming,n,0.3834019384,0
undivided,a,0.3833212127,0
medal,n,0.3832890651,0
supplement,v,0.3832650365,0
readiness,n,0.3829414107,0
base,v,0.3829303974,0
reciprocal,a,0.3828362968,0
back,v,0.3825302869,0
employability,n,0.3822074766,0
observation,n,0.3821708068,0
craftsmanship,n,0.3819116194,0
design,n,0.381825824,0
observe,v,0.381660624,0
well-run,a,0.3810827786,0
analytical,a,0.380791909,0
responsiveness,n,0.380549033,0
duly,r,0.3804475194,0
gather,v,0.3803872925,0
front,n,0.3802436843,0
consult,v,0.3802303988,0
opera,n,0.3801696927,0
untiring,a,0.379628849,0
select,a,0.3795740602,0
attractiveness,n,0.3795385547,0
brevity,n,0.3795213808,0
un,a,0.3795135411,0
fulsome,a,0.3794667453,0
invigorate,v,0.3790919995,0
heartfelt,a,0.378849093,0
inestimable,a,0.3787510189,0
scheme,n,0.3786669843,0
delivery,n,0.3786275587,0
equality,n,0.3785129485,0
nautical,a,0.3784648507,0
feat,n,0.3784236603,0
overall,a,0.3784193683,0
record,n,0.3783052295,0
readily,r,0.3780931251,0
generosity,n,0.377962139,0
reinvigorate,v,0.3776014156,0
reward,n,0.3773611833,0
waterway,n,0.3768369956,0
stewardship,n,0.3766385499,0
dinner,n,0.3763672988,0
uninterrupted,a,0.3763465967,0
resilience,n,0.3762794182,0
effectiveness,n,0.3762452437,0
careful,a,0.3761935655,0
accountable,a,0.3760552755,0
acknowledgement,n,0.3758280948,0
esteem,v,0.3757482655,0
spiritual,a,0.3756401445,0
hope,n,0.3755863324,0
favour,n,0.3754339848,0
unimpeded,a,0.3751776178,0
measure,v,0.3751046915,0
consummation,n,0.3749033192,0
adjunct,n,0.3748989958,0
reflect,v,0.3747826184,0
volunteer,v,0.3746380783,0
merry,a,0.3745295595,0
self,n,0.3740742634,0
elicit,v,0.3739783485,0
stabilising,a,0.373978182,0
conference,n,0.3739123604,0
review,n,0.3738469028,0
garden,n,0.3737664925,0
invite,v,0.3736395899,0
contentment,n,0.3733719925,0
hub,n,0.3731687779,0
course,n,0.3728033418,0
peroration,n,0.3727759357,0
preserved,a,0.3726032595,0
recruit,n,0.3724664128,0
governance,n,0.372322322,0
sea-going,a,0.3721266961,0
freer,a,0.3720658292,0
deservedly,r,0.3720102662,0
recognise,v,0.3719457474,0
lucidity,n,0.3718313691,0
addition,n,0.3717752177,0
corps,n,0.3717733925,0
glory,n,0.3716842303,0
mobility,n,0.3716230466,0
hymn,n,0.3713981021,0
glow,n,0.3713172845,0
neighbourhood,n,0.3708766569,0
warmer,a,0.3707249527,0
productivity,n,0.3705972373,0
outline,n,0.3705915866,0
attentive,a,0.3705680088,0
discourse,n,0.3704612857,0
tailor,v,0.3700863561,0
landmark,n,0.3694778377,0
affection,n,0.3694319526,0
plentiful,a,0.3693178637,0
move,n,0.3690297495,0
stimulus,n,0.3687866416,0
know-how,n,0.3685515179,0
wisely,r,0.3684474208,0
augur,v,0.3681709543,0
lead,n,0.3680504929,0
scope,n,0.3680120349,0
usefulness,n,0.367961894,0
count,v,0.3679323647,0
afford,v,0.3679162597,0
incidentally,r,0.3678313331,0
sustained,a,0.3673400033,0
staff,v,0.3671648599,0
accord,v,0.36636512,0
valiant,a,0.3662817018,0
high-grade,a,0.3661552488,0
marketing,n,0.3661117228,0
point,n,0.3658822156,0
treasured,a,0.3652051422,0
agency,n,0.3648294743,0
strategic,a,0.3647124901,0
finer,a,0.364654388,0
forensic,a,0.3642563747,0
presidency,n,0.3641557138,0
programme,n,0.3639457224,0
location,n,0.3638331874,0
devolve,v,0.3637259024,0
marketable,a,0.3636796954,0
underpinning,n,0.3634981472,0
internationally,r,0.363431476,0
entitle,v,0.3632127907,0
reaffirmation,n,0.3631956258,0
institution,n,0.3631486719,0
cheaper,a,0.3630920145,0
richly,r,0.3630449027,0
palace,n,0.362953902,0
resource,n,0.3625920978,0
magnificently,r,0.3625264925,0
brighter,a,0.3625040707,0
priceless,a,0.3624977521,0
tolerance,n,0.3624539456,0
integration,n,0.3623582093,0
experimental,a,0.362328809,0
brand-new,a,0.3622580836,0
venture,n,0.3621814756,0
professional,n,0.3620098609,0
aesthetic,a,0.3619226761,0
exhibition,n,0.361684144,0
finer,n,0.3614105837,0
grace,v,0.3613439007,0
exhilarating,a,0.3613201837,0
obtainable,a,0.3612496673,0
surroundings,n,0.3609865936,0
utmost,a,0.3609264925,0
grasp,n,0.3607299553,0
deliverance,n,0.3607294118,0
stature,n,0.36069345,0
enough,n,0.3606669486,0
begrudge,v,0.3602881747,0
side,n,0.3601754707,0
edifying,a,0.3601527365,0
harness,n,0.360118834,0
interceptor,n,0.3600828662,0
compassionate,a,0.3600532747,0
intimate,a,0.3600427594,0
robustness,n,0.3600238238,0
efficacious,a,0.3599945686,0
effectual,a,0.359967777,0
yes,u,0.3599163392,0
formation,n,0.359747645,0
accuracy,n,0.3596902546,0
say,n,0.3594276783,0
tenacious,a,0.3593197978,0
comforting,a,0.3591758032,0
easy,a,0.3590890211,0
cc,n,0.3590707175,0
hygienic,a,0.3589478017,0
sphere,n,0.3587000734,0
adapt,v,0.3586983362,0
courteously,r,0.3585278463,0
sire,n,0.3583170306,0
admirer,n,0.3582928797,0
construct,v,0.3581459435,0
platform,n,0.3578312814,0
wit,n,0.3577255239,0
accredit,v,0.3574609994,0
promptness,n,0.3572922428,0
formulate,v,0.3572520139,0
scenic,a,0.3570726875,0
cheapest,a,0.3570273988,0
headquarters,n,0.3568821249,0
reputation,n,0.3566007137,0
genius,n,0.3565723971,0
gallant,a,0.3563552039,0
anchorage,n,0.35629549,0
electrification,n,0.3562835967,0
elastic,a,0.3561564924,0
outbuilding,n,0.3559322487,0
base,n,0.3558653699,0
campaigner,n,0.3557026349,0
extremely,r,0.3556058702,0
sobriety,n,0.3554371016,0
ardent,a,0.3554092541,0
chart,v,0.3553556484,0
renown,n,0.3552445451,0
liberal,a,0.3552439559,0
incisive,a,0.3552346619,0
exhibit,n,0.3552125888,0
naval,a,0.3550982672,0
produce,v,0.3550311748,0
distinguish,v,0.3549227633,0
conversation,n,0.3548969836,0
judge,v,0.3548499647,0
capability,n,0.3548096415,0
present,v,0.3547912454,0
purpose,n,0.3547289519,0
attribute,n,0.3545578625,0
fame,n,0.354509592,0
endeavour,v,0.3544501453,0
comprehensiveness,n,0.3543612482,0
earnest,n,0.3543290308,0
remit,n,0.3541209003,0
tonic,n,0.3538295702,0
valid,a,0.3536052718,0
competitive,a,0.3534938556,0
convert,v,0.353465889,0
get,v,0.3532725911,0
means,n,0.3532368304,0
well-conducted,a,0.3532365792,0
speaker,n,0.3528766701,0
jointly,r,0.3528362923,0
outcome,n,0.3526073875,0
channel,n,0.3524291824,0
staff,n,0.3523820472,0
extended,a,0.3522583313,0
crisp,a,0.3521095942,0
illumination,n,0.3518793883,0
boon,n,0.3518723632,0
civility,n,0.3518012973,0
vitally,r,0.3517634718,0
refreshment,n,0.3517567622,0
authentic,a,0.3514584048,0
comply,n,0.3514528103,0
locally,r,0.3514500502,0
plan,n,0.3514011302,0
cornerstone,n,0.3509777656,0
steadfast,a,0.3506388474,0
even-handed,a,0.3506368713,0
sane,n,0.3504321072,0
capacity,n,0.3504135961,0
established,a,0.3503923474,0
craftsman,n,0.3503092608,0
unify,v,0.3499306915,0
hereinafter,n,0.3498778299,0
community,n,0.3497853405,0
summit,n,0.3497052117,0
oversee,v,0.3496391519,0
part,n,0.3495712458,0
approach,v,0.3495664239,0
membership,n,0.3494379363,0
brightest,a,0.349332199,0
enlargement,n,0.3493241255,0
trained,a,0.3492610962,0
level,a,0.3488839113,0
vision,n,0.3488008181,0
ambition,n,0.3487016925,0
substantial,a,0.3486534156,0
long,v,0.3481252657,0
afternoon,n,0.3481160104,0
reinforce,v,0.348069847,0
salubrious,a,0.3475155317,0
kindness,n,0.3474473008,0
ceremony,n,0.3471293007,0
discerning,a,0.3470151677,0
pivotal,a,0.3465998587,0
idea,n,0.3465364923,0
request,n,0.3461366624,0
pastoral,a,0.3461035816,0
paragon,n,0.345930588,0
umbrella,n,0.3457413122,0
diversified,a,0.3457116124,0
commonsense,a,0.3453158877,0
simpler,a,0.3453120098,0
church,n,0.3451994072,0
uniform,n,0.3451966299,0
exceptionally,r,0.345163825,0
yield,v,0.3447926968,0
humble,a,0.3447615455,0
optimum,n,0.3447453718,0
drive,n,0.3447451246,0
evening,n,0.3447324694,0
supervised,a,0.3446661836,0
erudition,n,0.34464716,0
sensibly,r,0.3445821286,0
self-sacrificing,a,0.3444956048,0
backbone,n,0.3444336389,0
indebted,a,0.3443943434,0
festival,n,0.3442913105,0
consolidation,n,0.3442542499,0
break-through,a,0.3440993769,0
furnish,v,0.3440306516,0
suite,n,0.3440248073,0
curriculum,n,0.3440044229,0
midwife,n,0.3439302796,0
interim,a,0.3436756273,0
unexceptionable,a,0.3434222488,0
anti-submarine,a,0.343420158,0
nursery,n,0.3433475265,0
information,n,0.3432270989,0
well-known,a,0.3428985164,0
reading,n,0.3427374103,0
principle,n,0.3426041639,0
inning,n,0.3422618218,0
stalwart,n,0.3422316049,0
funding,n,0.3421506607,0
quartet,n,0.3420541447,0
tenacity,n,0.3420015759,0
strategy,n,0.3419413385,0
festivity,n,0.3419351735,0
greater,a,0.341863502,0
research,v,0.341645466,0
upkeep,n,0.3415068701,0
link,n,0.3415023811,0
group,n,0.3414513263,0
pre-school,a,0.3410932695,0
cool,a,0.3409928517,0
pointer,n,0.3409776951,0
sane,a,0.3409517712,0
under-secretary,a,0.3409322981,0
scientist,n,0.3409301435,0
supply,v,0.3409034333,0
grace,n,0.3408482258,0
mobile,a,0.3407457138,0
happily,r,0.3406036731,0
all,r,0.3402384173,0
rally,v,0.3402092797,0
all-important,a,0.340162191,0
primary,a,0.3400272309,0
afforestation,n,0.3399934201,0
wellbeing,n,0.3399891107,0
viewpoint,n,0.3399108834,0
investment,n,0.3398775503,0
working,n,0.3397972205,0
sagacity,n,0.3397522587,0
foster,v,0.339648582,0
frank,a,0.3396158526,0
voice,n,0.3396079058,0
confirm,v,0.3394782972,0
retirement,n,0.3394014521,0
bid,v,0.338933169,0
fitter,a,0.3388867571,0
reconstitute,v,0.3388264287,0
stress,v,0.3386789557,0
proportionate,n,0.3386173046,0
physique,n,0.3385056029,0
evaluate,v,0.338377021,0
persuasion,n,0.33837384,0
settlement,n,0.3381976441,0
object,n,0.3380696992,0
love,n,0.3378746166,0
school,n,0.3378621745,0
counterpart,n,0.3377794357,0
pilot,n,0.3377643141,0
newly,r,0.3377218108,0
unit,n,0.3377061622,0
observer,n,0.3376245711,0
acquire,v,0.3375997026,0
foresight,n,0.3375361259,0
great,a,0.3375131483,0
scrupulously,r,0.3375087786,0
agreed,n,0.3374579463,0
transport,n,0.3373618932,0
broad,n,0.3373340859,0
determine,v,0.3372954351,0
decentralisation,n,0.3372237206,0
incentive,n,0.336909221,0
assembly,n,0.3368722109,0
answer,n,0.3368574461,0
negotiate,v,0.3367366741,0
dexterity,n,0.3366676594,0
committee,n,0.3365052739,0
plaudit,n,0.3363848279,0
homely,a,0.3363054956,0
quicker,a,0.3362908868,0
intact,a,0.3362033054,0
credible,a,0.3358850725,0
well-argued,a,0.3358479116,0
friend,n,0.3357792176,0
promenade,n,0.3357096425,0
committed,a,0.3355631457,0
mediation,n,0.3355564404,0
humour,n,0.3354588043,0
fishery,n,0.3354574399,0
researcher,n,0.3353840424,0
presence,n,0.3352674622,0
garner,v,0.3351576821,0
fruit,n,0.3350835044,0
commissioner,n,0.3344454202,0
creation,n,0.3343398565,0
boast,v,0.3343335899,0
forge,v,0.3343207665,0
persuasiveness,n,0.3342357713,0
anniversary,n,0.3339486036,0
shorts,n,0.3339138647,0
specialist,a,0.333643536,0
vocational,n,0.3336271047,0
harbour,n,0.3335778422,0
deployment,n,0.3335332707,0
seek,v,0.3334562193,0
like-minded,a,0.3333829244,0
seemly,a,0.3331174649,0
well-organised,a,0.3330996193,0
singing,n,0.3329566859,0
sounder,a,0.3325409226,0
clarify,v,0.3323138557,0
amply,r,0.3323043179,0
foothold,n,0.3322991303,0
town,n,0.3322366442,0
smoothness,n,0.332211678,0
reputable,a,0.332110893,0
interchangeability,n,0.3320497596,0
experience,n,0.3319684544,0
reach,v,0.3319341373,0
salaried,a,0.3319306763,0
anticipation,n,0.3318794004,0
inaugural,a,0.3318400598,0
strictly,r,0.3316701953,0
crown,n,0.3314901714,0
appoint,v,0.3314806768,0
proportionate,a,0.3314390488,0
well-developed,a,0.3313853079,0
striking,a,0.3313748201,0
airing,n,0.3313099092,0
potential,n,0.3311773292,0
centenary,a,0.3310578806,0
fertile,a,0.3309018065,0
real,r,0.3308587741,0
collegiate,a,0.3308336877,0
quieter,a,0.3303753555,0
piloting,n,0.3303443931,0
privilege,n,0.3303324067,0
portfolio,n,0.3303053725,0
congratulatory,a,0.330242906,0
note,n,0.3301722682,0
unsubsidised,a,0.3301604937,0
resolute,a,0.3300243762,0
maturity,n,0.3299884171,0
honesty,n,0.3298878989,0
epoch-making,a,0.3298758157,0
elasticity,n,0.3298728629,0
effect,v,0.3298438974,0
touch,n,0.3298047635,0
provider,n,0.3297189241,0
recruit,v,0.3296213613,0
sterling,a,0.3295389225,0
nicely,r,0.3295023476,0
tour,n,0.3294021959,0
seaside,a,0.3293329195,0
therapeutic,a,0.3292821326,0
dominion,n,0.3291755509,0
will,n,0.3291750523,0
bedside,n,0.3290938733,0
merciful,a,0.3290419034,0
shape,n,0.3288551946,0
forefront,n,0.3287750303,0
descriptive,a,0.328770107,0
title,n,0.3286836232,0
broadcasting,n,0.3285806539,0
brave,v,0.3283585633,0
campaigning,n,0.3282824246,0
communion,n,0.3281430132,0
move,v,0.3280795113,0
invitation,n,0.3278944646,0
reconciliation,n,0.327833455,0
tenure,n,0.3277503624,0
expression,n,0.3273513651,0
adviser,n,0.3272312477,0
cup,n,0.3272118933,0
fervent,a,0.3271906357,0
jolly,a,0.3270904805,0
profitably,r,0.327028962,0
ably,r,0.3269500581,0
undergraduate,n,0.3269485664,0
special,a,0.3267060011,0
national,a,0.3265520314,0
cadre,n,0.3265473738,0
tie,n,0.3265122299,0
fighter,n,0.3264920807,0
allocate,v,0.3264747108,0
widely,r,0.326423576,0
graciously,r,0.3264169055,0
constructively,r,0.3263193507,0
early,a,0.3262420073,0
caring,n,0.3262075747,0
uphold,v,0.3260819854,0
menu,n,0.3259641283,0
unbroken,a,0.3258842611,0
pave,v,0.3258247968,0
stand,n,0.3257083318,0
reform,n,0.3256436233,0
high-speed,a,0.3256363665,0
consider,v,0.3255959402,0
disposition,n,0.3255179306,0
envy,v,0.3253211241,0
international,a,0.3253171495,0
laud,v,0.3252953388,0
self-supporting,a,0.3251950126,0
wealth,n,0.3249806911,0
angling,n,0.3248822943,0
extol,v,0.3248722292,0
steadiness,n,0.3247944041,0
scholastic,a,0.3247626896,0
demonstrate,v,0.3247098137,0
truthful,a,0.3244945216,0
reserve,n,0.3243027501,0
simplicity,n,0.3241687236,0
challenging,a,0.3240056267,0
soundness,n,0.3239620644,0
ride,n,0.3239216533,0
subject,n,0.3238694138,0
exclusive,a,0.3236906827,0
document,n,0.3236347845,0
sophisticated,a,0.3235963984,0
aid,v,0.3233608528,0
cricket,n,0.3233513813,0
substitute,n,0.3232876487,0
diligence,n,0.3232735418,0
bursary,n,0.323265613,0
production,n,0.3231897263,0
direction,n,0.3231705434,0
concord,n,0.3225449981,0
democracy,n,0.322489284,0
mobilise,v,0.3224827092,0
definitive,a,0.322273038,0
signify,v,0.3221410423,0
palatable,a,0.3220635267,0
reply,n,0.3219441224,0
helper,n,0.3219254801,0
archive,n,0.3218997669,0
test,v,0.3215350576,0
articulate,v,0.3211005551,0
acclamation,n,0.3210084681,0
comity,n,0.3208583666,0
pageantry,n,0.320804838,0
executive,n,0.3206802576,0
quid,a,0.3204957086,0
commemorate,v,0.3204455098,0
neighbourly,a,0.3202210072,0
rigorous,a,0.3199613528,0
safest,a,0.3197932132,0
clear,a,0.3197539729,0
noteworthy,a,0.3196539393,0
place,n,0.3194309702,0
least,a,0.3193865063,0
insulation,n,0.3192840925,0
criterion,n,0.3190127061,0
tranquillity,n,0.3189257721,0
light,a,0.3187552715,0
brief,n,0.3187133486,0
sweet,a,0.3185450601,0
reinvest,v,0.3185128832,0
engineer,n,0.31850325,0
enliven,v,0.318395124,0
horticultural,a,0.3183310413,0
perfect,v,0.318281688,0
adornment,n,0.3182526894,0
consultative,a,0.3182148259,0
symbol,n,0.3181182431,0
agricultural,a,0.3180210635,0
better-paid,a,0.3178674562,0
relatively,r,0.3177779562,0
forest,n,0.3177767804,0
brand,n,0.3177527374,0
spur,v,0.3177275204,0
resettlement,n,0.3176417877,0
exercise,v,0.3174953362,0
moot,a,0.317489397,0
eulogy,n,0.3174813261,0
member,n,0.3174198017,0
meeting,n,0.3173273959,0
parity,n,0.3172328828,0
extension,n,0.3171443065,0
fullness,n,0.3170520791,0
castle,n,0.3169419843,0
commonsense,n,0.316885106,0
music,n,0.3168321415,0
amphibious,a,0.3167021341,0
uncritical,a,0.3167005216,0
masterly,a,0.316699049,0
unimpeachable,a,0.3166792302,0
truest,a,0.316633237,0
deputation,n,0.3166292989,0
observatory,n,0.3166275524,0
comment,n,0.3164491401,0
festive,a,0.3164377191,0
however,r,0.3164304309,0
agreed,a,0.3164007483,0
freshness,n,0.3163718772,0
orator,n,0.31630812,0
force,n,0.3162446178,0
strenuous,a,0.3160995933,0
friendliest,a,0.3160847262,0
full-blooded,a,0.3160114861,0
contingent,n,0.3159693003,0
size,v,0.3158589257,0
drake,n,0.3158269054,0
lecture,n,0.3156991593,0
sanctuary,n,0.3155971714,0
latitude,n,0.3152953963,0
artist,n,0.3152855365,0
convince,v,0.3152679224,0
indication,n,0.3152104469,0
communication,n,0.314983079,0
golden,a,0.3148242435,0
specification,n,0.3148117592,0
hard-headed,a,0.3146960931,0
memorandum,n,0.3145432855,0
exercise,n,0.3144643661,0
need,n,0.3143667757,0
self-reliant,a,0.3142574906,0
profession,n,0.314246596,0
fledge,v,0.3142055396,0
employment,n,0.3141840859,0
arrive,v,0.3141771892,0
future,a,0.3139336743,0
perseverance,n,0.3138292349,0
concurrence,n,0.3137901579,0
synthesis,n,0.3137294853,0
royal,a,0.3136892395,0
scarcely,r,0.3136326595,0
open-air,a,0.3136006009,0
scrutinise,v,0.313591584,0
eligible,a,0.313446557,0
calmness,n,0.3134008363,0
domiciliary,a,0.3131852378,0
coordination,n,0.313185144,0
enlist,v,0.3131320971,0
winning,n,0.3131319436,0
founding,n,0.3131229365,0
citizenship,n,0.3131051977,0
revitalise,v,0.313081953,0
technique,n,0.3130309813,0
aeronautics,n,0.3129734589,0
befriend,v,0.3128983826,0
personnel,n,0.3128214101,0
prefer,v,0.3128115013,0
shaping,n,0.312727657,0
theme,n,0.3127129139,0
clear-cut,a,0.3126048267,0
angler,n,0.3125741017,0
participant,n,0.3125316275,0
importantly,r,0.3124776232,0
thoroughness,n,0.3122545608,0
entrust,v,0.3122496803,0
signature,n,0.3121137284,0
miraculous,a,0.3119870618,0
array,n,0.3119331031,0
credit,n,0.311749119,0
nurture,v,0.3116454459,0
rejoice,v,0.3116323961,0
unprejudiced,a,0.3116182122,0
purposeful,a,0.3115908989,0
defence,n,0.3114828859,0
smallholding,n,0.311478735,0
destination,n,0.3112922,0
simplification,n,0.3112174465,0
quote,n,0.3112014994,0
smarter,r,0.3110900426,0
carefully,r,0.3110421591,0
exemplar,n,0.3106754433,0
formerly,r,0.3105127988,0
tolerably,r,0.3104313063,0
precious,a,0.3104294372,0
consortium,n,0.3103977289,0
benefit,n,0.3102973323,0
option,n,0.3102366178,0
position,v,0.3101573655,0
assemble,v,0.3101343742,0
theatre,n,0.3100655747,0
abundance,n,0.3099882741,0
holiday,n,0.309950541,0
waterproof,a,0.3099091667,0
welfare,n,0.3097859209,0
commercial,a,0.309611844,0
palliative,a,0.3094459143,0
mode,n,0.3093234401,0
mathematical,a,0.3093031435,0
consular,a,0.3092647619,0
set,v,0.3092134905,0
defender,n,0.3090357097,0
ablest,a,0.3088479002,0
forbearance,n,0.3087854864,0
senior,a,0.3087098662,0
factual,a,0.3087057724,0
handy,a,0.3086052856,0
corporation,n,0.3085187228,0
triumphantly,r,0.3084736004,0
long-awaited,a,0.3083833307,0
parlour,n,0.3083496135,0
larger,a,0.3083403761,0
oratory,n,0.3080129634,0
portable,a,0.308003123,0
foreword,n,0.3079973136,0
tenderer,n,0.3077412125,0
emphasise,v,0.3077359376,0
rebirth,n,0.3076981608,0
tact,n,0.3076866382,0
slot,n,0.3075209461,0
jazz,n,0.3071682758,0
detract,v,0.307141794,0
survey,n,0.3070621946,0
everybody,n,0.3070494772,0
dockyard,n,0.3068221513,0
lord,n,0.3067765546,0
venue,n,0.3067748343,0
earnestness,n,0.3067369722,0
ministerial,a,0.3067366101,0
testify,v,0.3064625544,0
rosy,a,0.3064065414,0
next,a,0.3063383665,0
text,n,0.3062516469,0
follow-up,n,0.3062294788,0
gaelic,a,0.3061650054,0
priority,n,0.3061042285,0
affirm,v,0.3059921733,0
modus,n,0.3059585953,0
statesmanship,n,0.3058971495,0
conclude,v,0.305879147,0
building,n,0.3057604041,0
inauguration,n,0.3057602698,0
multilateral,a,0.3057122212,0
sponsorship,n,0.3056579703,0
successfully,r,0.3056204489,0
transatlantic,n,0.305415838,0
inviolability,n,0.3051394285,0
popularise,v,0.3051011109,0
plea,n,0.3050208656,0
explicit,a,0.3049564456,0
concession,n,0.3049330791,0
subscribe,v,0.3048877114,0
combined,a,0.3047704219,0
determination,n,0.3047697174,0
crumb,n,0.3045524115,0
constitutionalist,n,0.3044055577,0
adaptation,n,0.304269507,0
push,n,0.3041195048,0
stamen,n,0.3040724653,0
buttress,v,0.3040610644,0
riverside,n,0.3040262622,0
learn,v,0.3040023493,0
stud,n,0.3039675682,0
reiterate,v,0.3039261002,0
glean,v,0.303629994,0
commemoration,n,0.3034296343,0
north-west,a,0.3033784465,0
